Pizza No.,Order Date,Order Time,Ord - Del time,Order Receipt (mins), Base prep (mins), Styling (mins), Cooking Time (mins),Boxing (mins),Delivery (mins),Oven Temp ºC,Order Mode,Size,Area,Order Taker,Dough Prep,Stylist,Oven,Boxer,Deliverer,Cust. complaint,Reason,,,,,,,
9890,19/05/2018,14:49:00,43.5,0.59,3.22,0.54,7.10,0.54,31.5,285.2,App,Family,D,Kim,Vivaan,Tsepo,Wasabi,Bongani,Jeff,No,,,,,,,,
9891,19/05/2018,14:49:06,47.6,0.71,3.23,0.44,6.34,0.44,36.4,247.1,Phone,Small,C,Kim,Vivaan,Tsepo,Chilli,Bongani,Mary,No,,,,,,,,
9892,19/05/2018,14:55:29,48.9,0.73,3.40,0.42,7.00,0.42,36.9,278.8,Phone,Large,E,Kim,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
9893,19/05/2018,15:04:31,45.3,0.69,3.43,0.50,6.97,0.50,33.2,275.8,Phone,Large,E,Kim,Vivaan,Tsepo,Curry,Bongani,Jeff,No,,,,,,,,
9894,19/05/2018,15:06:18,43.7,0.78,3.38,0.47,7.01,0.47,31.6,275.8,Phone,Large,E,Kim,Vivaan,Tsepo,Curry,Bongani,Mary,No,,,,,,,,
9895,19/05/2018,15:07:19,45.1,0.51,3.43,0.46,6.80,0.46,33.5,277.9,Phone,Large,A,Kim,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
9896,19/05/2018,15:09:08,45.4,0.78,3.50,0.39,7.10,0.39,33.3,287.0,Phone,Family,E,Kim,Vivaan,Tsepo,Wasabi,Bongani,Jeff,No,,,,,,,,
9897,19/05/2018,15:12:38,53.0,0.82,3.48,0.62,7.09,0.62,40.3,289.6,App,Family,E,Kim,Vivaan,Tsepo,Wasabi,Bongani,Mary,No,,,,,,,,
9898,19/05/2018,15:18:46,51.6,0.74,3.39,0.50,6.92,0.50,39.6,279.4,App,Large,E,Kim,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
9899,19/05/2018,15:53:51,43.4,0.76,3.20,0.45,6.61,0.45,31.9,246.6,App,Small,A,Kim,Vivaan,Tsepo,Chilli,Bongani,Jeff,No,,,,,,,,
9900,19/05/2018,15:54:59,44.1,0.85,3.42,0.44,6.17,0.44,32.8,248.0,App,Small,B,Kim,Vivaan,Tsepo,Chilli,Bongani,Mary,No,,,,,,,,
9901,19/05/2018,15:59:18,43.5,0.72,3.31,0.35,6.92,0.35,31.9,286.5,App,Large,B,Kim,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
9902,19/05/2018,16:08:45,50.3,0.71,3.10,0.52,7.27,0.52,38.2,286.1,App,Family,A,Kim,Vivaan,Tsepo,Wasabi,Bongani,Jeff,No,,,,,,,,
9903,19/05/2018,16:11:07,55.6,0.66,3.18,0.55,7.09,0.55,43.6,276.4,App,Large,E,Kim,Vivaan,Tsepo,Curry,Bongani,Mary,No,,,,,,,,
9904,19/05/2018,16:16:45,42.6,0.52,3.42,0.52,7.02,0.52,30.6,288.9,App,Family,D,Kim,Vivaan,Tsepo,Wasabi,Bongani,Kone,No,,,,,,,,
9905,19/05/2018,16:27:55,41.6,0.68,3.42,0.52,6.63,0.52,29.9,282.0,Phone,Large,C,Kim,Vivaan,Tsepo,Curry,Bongani,Jeff,No,,,,,,,,
9906,19/05/2018,16:39:11,38.4,0.82,3.35,0.40,6.55,0.40,26.9,273.8,Phone,Large,A,Kim,Vivaan,Tsepo,Curry,Bongani,Mary,No,,,,,,,,
9907,19/05/2018,16:40:16,41.7,0.75,3.50,0.30,6.98,0.30,29.9,279.9,App,Large,D,Kim,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
9908,19/05/2018,16:45:24,54.2,0.80,3.31,0.45,6.11,0.45,43.1,244.8,Phone,Small,E,Kim,Vivaan,Tsepo,Chilli,Bongani,Jeff,No,,,,,,,,
9909,19/05/2018,16:47:04,39.2,0.79,3.48,0.47,7.59,0.47,26.4,292.0,Phone,Family,B,Kim,Vivaan,Tsepo,Wasabi,Bongani,Mary,No,,,,,,,,
9910,19/05/2018,16:48:17,53.4,0.63,3.30,0.48,6.41,0.48,42.2,243.5,Phone,Small,E,Kim,Vivaan,Tsepo,Chilli,Bongani,Kone,No,,,,,,,,
9911,19/05/2018,16:50:41,48.8,0.59,3.20,0.56,6.64,0.56,37.3,245.7,Phone,Small,E,Kim,Vivaan,Tsepo,Chilli,Bongani,Jeff,No,,,,,,,,
9912,19/05/2018,16:51:06,44.8,0.70,3.42,0.56,7.12,0.56,32.4,291.4,Phone,Family,A,Kim,Vivaan,Tsepo,Wasabi,Bongani,Mary,No,,,,,,,,
9913,19/05/2018,17:08:15,56.7,1.08,3.30,0.51,6.92,0.51,44.4,278.8,Phone,Large,A,Kim,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
9914,19/05/2018,17:24:15,40.2,0.96,3.11,0.56,6.11,0.56,28.9,240.7,Phone,Small,B,Kim,Vivaan,Tsepo,Chilli,Bongani,Jeff,No,,,,,,,,
9915,19/05/2018,17:24:55,41.0,0.91,3.10,0.48,6.98,0.48,29.0,282.0,App,Large,B,Kim,Vivaan,Tsepo,Curry,Bongani,Mary,No,,,,,,,,
9916,19/05/2018,17:25:18,46.0,0.91,3.25,0.44,6.54,0.44,34.5,245.0,Phone,Medium,E,Kim,Vivaan,Tsepo,Chilli,Bongani,Kone,No,,,,,,,,
9917,19/05/2018,17:27:04,48.7,0.53,3.31,0.53,6.68,0.53,37.1,246.5,App,Medium,E,Kim,Vivaan,Tsepo,Chilli,Bongani,Jeff,No,,,,,,,,
2919,27/03/2018,17:42:42,56.9,0.90,3.43,0.38,6.45,0.38,45.3,251.2,Phone,Small,E,Maria,Tau,Tsepo,Chilli,Rohan,Mary,yes,Late delivery,,,,,,,
9919,19/05/2018,17:46:00,41.9,0.90,3.47,0.53,6.89,0.53,29.6,283.3,Phone,Large,A,Kim,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
9920,19/05/2018,17:49:16,47.0,0.82,3.30,0.53,6.43,0.53,35.4,247.3,Phone,Small,C,Kim,Vivaan,Tsepo,Chilli,Bongani,Jeff,No,,,,,,,,
2292,22/03/2018,17:45:34,56.9,0.75,3.29,0.50,6.59,0.50,45.3,280.9,Phone,Large,E,Dineo,Tau,Tsepo,Curry,Pat,Jeff,yes,Late delivery,,,,,,,
9922,19/05/2018,17:59:41,50.2,0.70,3.41,0.47,6.85,0.47,38.3,269.5,App,Large,E,Kim,Vivaan,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
9923,19/05/2018,18:00:07,45.2,0.84,3.43,0.43,7.51,0.43,32.6,285.3,Phone,Family,E,Kim,Vivaan,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
9924,19/05/2018,18:06:55,50.6,0.88,3.24,0.44,6.79,0.44,38.8,248.9,Phone,Medium,A,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9925,19/05/2018,18:11:23,34.5,0.78,3.38,0.49,6.99,0.49,22.4,284.9,App,Large,B,Kim,Vivaan,Evelyn,Curry,Bongani,Rita,yes,Wrong topping,,,,,,,
9926,19/05/2018,18:16:47,43.6,0.74,3.39,0.61,7.04,0.61,31.2,281.7,App,Large,B,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9927,19/05/2018,18:27:29,39.0,0.99,3.33,0.43,6.43,0.43,27.4,242.9,Phone,Small,A,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9928,19/05/2018,18:28:27,45.8,0.82,3.45,0.51,6.82,0.51,33.7,275.1,Phone,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
9929,19/05/2018,18:35:42,40.1,0.90,3.12,0.41,6.50,0.41,28.8,240.0,Phone,Medium,D,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9930,19/05/2018,18:43:16,50.4,0.73,3.26,0.46,6.53,0.46,38.9,247.0,Phone,Small,C,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9931,19/05/2018,18:43:37,42.7,0.65,3.17,0.42,6.19,0.42,31.9,241.6,Phone,Small,A,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
9932,19/05/2018,18:46:30,42.9,0.86,3.10,0.50,6.38,0.50,31.5,244.7,Phone,Small,D,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9933,19/05/2018,18:47:32,43.3,0.73,3.33,0.40,6.49,0.40,32.0,250.9,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9934,19/05/2018,18:48:19,46.8,0.84,3.07,0.48,6.73,0.48,35.2,245.6,Phone,Medium,B,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
9935,19/05/2018,18:50:54,46.3,0.80,3.16,0.40,6.65,0.40,34.9,245.7,Phone,Small,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9936,19/05/2018,18:52:11,55.0,0.88,3.30,0.49,6.69,0.49,43.2,278.3,Phone,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
9937,19/05/2018,18:56:12,49.3,0.90,3.21,0.37,6.51,0.37,38.0,249.7,Phone,Medium,A,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
9938,19/05/2018,18:59:52,49.7,0.65,3.34,0.38,7.23,0.38,37.7,288.5,Phone,Family,A,Kim,Vivaan,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
9939,19/05/2018,19:01:34,40.7,0.71,3.16,0.43,6.48,0.43,29.5,243.8,Phone,Small,B,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9940,19/05/2018,19:05:15,36.1,0.85,3.40,0.66,6.88,0.66,23.6,279.3,Phone,Large,B,Kim,Vivaan,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
9941,19/05/2018,19:06:50,51.5,0.44,3.34,0.41,6.70,0.41,40.2,275.3,Phone,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9942,19/05/2018,19:07:31,49.7,0.63,3.30,0.48,6.29,0.48,38.5,244.4,App,Small,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9943,19/05/2018,19:08:09,38.6,0.72,3.50,0.45,6.85,0.45,26.6,290.9,App,Family,A,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,yes,Wrong topping,,,,,,,
9944,19/05/2018,19:14:23,37.7,0.68,3.34,0.41,7.51,0.41,25.4,283.9,Phone,Family,A,Kim,Vivaan,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
9945,19/05/2018,19:17:01,38.2,0.82,3.37,0.47,6.24,0.47,26.8,241.2,Phone,Small,B,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9946,19/05/2018,19:18:09,45.0,0.76,3.64,0.43,7.15,0.43,32.6,283.7,Phone,Family,D,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
9947,19/05/2018,19:18:30,54.5,0.87,3.60,0.50,7.46,0.50,41.6,293.5,Phone,Family,C,Kim,Vivaan,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
9948,19/05/2018,19:21:15,51.9,0.77,3.08,0.50,6.22,0.50,40.8,246.0,Phone,Small,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9949,19/05/2018,19:25:39,49.6,0.91,3.65,0.55,7.48,0.55,36.5,289.4,App,Family,E,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
9950,19/05/2018,19:31:45,47.5,0.79,3.42,0.43,6.84,0.43,35.6,276.6,Phone,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9951,19/05/2018,19:33:41,32.7,0.76,3.48,0.43,6.97,0.43,20.6,277.2,Phone,Large,A,Kim,Vivaan,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
9952,19/05/2018,19:37:16,46.9,0.76,3.37,0.53,6.83,0.53,34.9,245.9,App,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
9953,19/05/2018,19:44:21,55.2,0.53,3.33,0.47,6.71,0.47,43.7,244.9,App,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9954,19/05/2018,19:46:13,51.9,0.80,3.62,0.61,7.06,0.61,39.2,293.3,Phone,Family,E,Kim,Vivaan,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
9955,19/05/2018,19:49:47,37.9,0.75,3.49,0.55,7.42,0.55,25.2,280.6,Phone,Family,A,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
9956,19/05/2018,19:51:22,43.9,0.63,3.45,0.49,6.59,0.49,32.2,246.1,App,Medium,B,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9957,19/05/2018,19:54:00,40.6,0.72,3.35,0.46,6.45,0.46,29.2,246.5,Phone,Medium,B,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9958,19/05/2018,20:02:54,37.4,0.78,3.25,0.45,6.19,0.45,26.3,241.3,Phone,Medium,A,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
9959,19/05/2018,20:07:14,42.1,0.73,3.06,0.53,6.48,0.53,30.8,243.8,Phone,Small,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9960,19/05/2018,20:07:54,44.1,0.45,3.32,0.47,6.75,0.47,32.6,249.3,App,Medium,D,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9961,19/05/2018,20:09:42,52.4,0.61,3.34,0.39,6.15,0.39,41.5,251.0,App,Small,C,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
9962,19/05/2018,20:20:03,36.4,0.90,3.34,0.52,7.36,0.52,23.7,289.7,App,Family,A,Kim,Vivaan,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
9963,19/05/2018,20:22:02,42.6,0.70,3.29,0.56,6.59,0.56,30.9,246.3,App,Medium,D,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9964,19/05/2018,20:22:27,48.6,0.85,3.50,0.35,7.27,0.35,36.3,292.1,App,Family,E,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
9965,19/05/2018,20:23:37,39.4,0.68,3.39,0.64,6.77,0.64,27.3,275.9,Phone,Large,B,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9966,19/05/2018,20:29:35,48.0,0.54,3.00,0.47,6.73,0.47,36.8,243.0,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9967,19/05/2018,20:29:59,54.9,0.76,3.10,0.57,7.23,0.57,42.7,287.4,Phone,Family,E,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
9968,19/05/2018,20:39:10,37.7,0.83,3.17,0.51,6.50,0.51,26.2,247.3,Phone,Small,A,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9969,19/05/2018,20:41:40,33.8,0.67,3.22,0.51,6.35,0.51,22.5,243.3,Phone,Small,A,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9970,19/05/2018,20:42:56,41.7,0.77,3.48,0.46,7.50,0.46,29.0,289.5,Phone,Family,B,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
9971,19/05/2018,20:43:52,38.2,0.90,3.25,0.60,7.05,0.60,25.8,275.7,Phone,Large,B,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9972,19/05/2018,20:45:42,42.9,0.46,3.42,0.47,6.74,0.47,31.3,276.8,App,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
9973,19/05/2018,20:48:09,43.1,0.77,3.19,0.54,6.18,0.54,31.8,246.2,Phone,Small,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
9974,19/05/2018,20:49:49,34.4,0.89,3.56,0.43,6.55,0.43,22.6,276.4,App,Large,A,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9975,19/05/2018,20:50:38,42.4,0.57,3.42,0.47,6.98,0.47,30.5,273.2,App,Large,A,Kim,Vivaan,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
9976,19/05/2018,20:52:03,38.6,0.68,3.40,0.51,6.63,0.51,26.9,245.6,Phone,Small,B,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
9977,19/05/2018,21:10:51,38.9,0.93,3.23,0.44,6.92,0.44,26.9,284.2,Phone,Large,B,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9978,19/05/2018,21:14:26,50.5,0.80,3.23,0.53,6.62,0.53,38.8,239.7,App,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9979,19/05/2018,21:16:01,42.1,0.83,3.28,0.55,6.70,0.55,30.2,245.5,Phone,Medium,D,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
9980,19/05/2018,21:23:19,56.2,0.55,3.35,0.63,6.74,0.63,44.3,248.1,Phone,Medium,C,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9981,19/05/2018,21:24:16,43.4,0.52,3.40,0.45,7.47,0.45,31.1,275.8,App,Large,A,Kim,Vivaan,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
9982,19/05/2018,21:25:51,41.5,0.73,3.44,0.46,7.04,0.46,29.4,280.0,App,Large,D,Kim,Vivaan,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
9983,19/05/2018,21:30:24,41.0,0.91,3.56,0.43,6.98,0.43,28.7,277.2,App,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9984,19/05/2018,21:36:44,44.8,0.98,3.71,0.32,7.05,0.32,32.4,279.9,Phone,Large,B,Kim,Vivaan,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
9985,19/05/2018,21:39:38,56.4,0.49,3.36,0.62,6.81,0.62,44.5,280.8,Phone,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
9986,19/05/2018,21:44:39,51.1,0.69,3.26,0.45,6.60,0.45,39.7,248.9,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9987,19/05/2018,21:45:55,41.3,0.63,3.49,0.57,7.41,0.57,28.7,292.0,Phone,Family,A,Kim,Vivaan,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
9988,19/05/2018,22:04:00,38.7,0.55,3.47,0.40,6.97,0.40,26.9,279.5,App,Large,A,Kim,Vivaan,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
9989,19/05/2018,22:05:41,43.7,0.84,3.44,0.54,6.88,0.54,31.4,275.5,Phone,Large,B,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9990,19/05/2018,22:06:20,50.7,0.83,3.39,0.49,6.71,0.49,38.8,251.3,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
9991,19/05/2018,22:07:55,46.3,0.73,3.43,0.50,7.00,0.50,34.1,278.0,Phone,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
9992,19/05/2018,22:08:14,53.9,0.72,3.59,0.52,6.87,0.52,41.7,278.5,Phone,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9993,19/05/2018,22:08:18,36.6,0.85,3.27,0.42,6.91,0.42,24.7,283.7,App,Large,A,Kim,Vivaan,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
9994,19/05/2018,22:09:58,40.5,0.69,3.21,0.46,6.64,0.46,29.0,280.4,App,Large,A,Kim,Vivaan,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
9995,19/05/2018,22:14:35,38.4,0.75,3.38,0.55,6.63,0.55,26.5,270.7,Phone,Large,B,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
9996,19/05/2018,22:14:42,42.0,0.71,3.51,0.59,7.29,0.59,29.3,286.7,App,Family,D,Kim,Vivaan,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
9997,19/05/2018,22:15:02,44.2,0.87,3.25,0.48,6.74,0.48,32.4,279.9,Phone,Large,C,Kim,Vivaan,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
9998,19/05/2018,22:19:08,51.2,0.70,3.43,0.41,6.45,0.41,39.8,239.7,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
9999,19/05/2018,22:26:50,41.3,0.78,3.66,0.44,6.83,0.44,29.1,279.8,App,Large,E,Kim,Vivaan,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
10000,19/05/2018,22:30:18,46.9,0.83,3.33,0.61,6.45,0.61,35.1,246.0,App,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
10001,19/05/2018,22:32:00,38.5,0.97,3.28,0.43,6.92,0.43,26.5,277.1,Phone,Large,A,Kim,Vivaan,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
10002,19/05/2018,22:33:09,50.4,0.65,3.45,0.48,6.71,0.48,38.7,244.6,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
10003,19/05/2018,22:34:24,55.6,0.76,3.34,0.40,6.66,0.40,44.0,243.7,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
10004,19/05/2018,22:41:49,54.5,1.02,3.36,0.55,7.25,0.55,41.7,292.4,Phone,Family,E,Kim,Vivaan,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
10005,19/05/2018,22:44:00,42.0,0.60,3.40,0.47,6.69,0.47,30.3,248.7,Phone,Medium,A,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
10006,19/05/2018,22:49:30,47.4,0.71,3.37,0.60,7.30,0.60,34.8,285.2,Phone,Family,C,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
10007,19/05/2018,22:57:00,36.8,0.62,3.52,0.46,7.24,0.46,24.5,295.7,Phone,Family,C,Kim,Vivaan,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
10008,19/05/2018,22:59:45,38.7,0.61,3.45,0.45,6.79,0.45,26.9,286.8,Phone,Family,A,Kim,Vivaan,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
10009,19/05/2018,23:06:25,53.0,0.74,3.23,0.52,6.58,0.52,41.4,244.6,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
10010,19/05/2018,23:06:41,47.5,0.67,3.27,0.51,7.28,0.51,35.3,289.7,Phone,Family,E,Kim,Vivaan,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
10011,19/05/2018,23:08:19,43.2,0.65,3.32,0.49,7.28,0.49,30.9,286.3,Phone,Family,B,Kim,Vivaan,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
10012,19/05/2018,23:12:33,40.3,0.75,3.37,0.46,7.28,0.46,28.0,293.4,Phone,Family,B,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
10013,19/05/2018,23:13:16,51.3,0.99,3.37,0.42,6.57,0.42,39.5,246.2,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
10014,19/05/2018,23:16:17,40.0,0.90,3.34,0.56,6.86,0.56,27.8,248.5,Phone,Medium,A,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
10015,19/05/2018,23:20:28,42.1,0.77,3.57,0.50,7.37,0.50,29.4,285.0,Phone,Family,E,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
10016,19/05/2018,23:23:49,46.8,0.77,3.46,0.45,7.54,0.45,34.2,288.8,Phone,Family,C,Kim,Vivaan,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
10017,19/05/2018,23:25:49,40.4,0.66,3.24,0.54,7.30,0.54,28.2,295.6,Phone,Family,B,Kim,Vivaan,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
10018,19/05/2018,23:26:14,43.1,0.66,3.36,0.49,6.61,0.49,31.5,243.6,Phone,Medium,D,Kim,Vivaan,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
10019,19/05/2018,23:39:56,49.5,0.83,3.44,0.54,6.66,0.54,37.5,250.3,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
10020,19/05/2018,23:41:46,41.9,0.77,3.24,0.39,6.58,0.39,30.5,245.9,Phone,Medium,E,Kim,Vivaan,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
10021,19/05/2018,23:45:05,51.5,0.73,3.59,0.57,7.40,0.57,38.6,280.0,Phone,Family,E,Kim,Vivaan,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
10022,20/05/2018,12:13:01,48.0,1.04,3.59,0.43,6.64,0.43,35.8,283.0,Phone,Large,E,Kim,Vivaan,Liz,Curry,Bongani,Sei,No,,,,,,,,
10023,20/05/2018,12:24:16,35.0,0.63,3.23,0.54,7.03,0.54,23.0,276.2,Phone,Large,A,Kim,Vivaan,Liz,Curry,Bongani,Lebo,No,,,,,,,,
10024,20/05/2018,12:24:27,30.0,0.78,3.32,0.37,6.89,0.37,18.3,283.6,App,Large,C,Kim,Vivaan,Liz,Curry,Bongani,Rita,No,,,,,,,,
10025,20/05/2018,12:28:38,45.3,0.84,3.31,0.57,7.06,0.57,32.9,278.2,Phone,Large,C,Kim,Vivaan,Liz,Curry,Bongani,Sei,No,,,,,,,,
10026,20/05/2018,12:29:39,40.4,0.51,3.25,0.51,6.80,0.51,28.8,276.2,App,Large,A,Kim,Vivaan,Liz,Curry,Bongani,Lebo,No,,,,,,,,
10027,20/05/2018,12:32:31,60.4,0.68,3.57,0.54,7.13,0.54,48.0,292.7,App,Family,E,Kim,Vivaan,Liz,Wasabi,Bongani,Rita,No,,,,,,,,
10028,20/05/2018,12:33:22,42.4,1.00,3.11,0.40,6.77,0.40,30.7,242.4,App,Medium,E,Kim,Vivaan,Liz,Chilli,Bongani,Sei,No,,,,,,,,
10029,20/05/2018,12:34:25,41.6,0.82,3.46,0.37,6.43,0.37,30.1,243.7,App,Medium,D,Kim,Vivaan,Liz,Chilli,Bongani,Lebo,No,,,,,,,,
10030,20/05/2018,12:47:40,40.3,0.69,3.25,0.58,6.36,0.58,28.8,244.6,App,Medium,B,Kim,Vivaan,Liz,Chilli,Bongani,Rita,No,,,,,,,,
10031,20/05/2018,12:52:54,42.4,0.73,3.60,0.31,7.19,0.31,30.3,291.0,App,Family,E,Kim,Vivaan,Liz,Wasabi,Bongani,Kone,No,,,,,,,,
10032,20/05/2018,12:54:15,39.4,0.76,3.36,0.37,6.25,0.37,28.3,243.3,Phone,Medium,A,Kim,Vivaan,Liz,Chilli,Bongani,Jeff,No,,,,,,,,
